SRCID,Mode,Q1,Q2,nominal Q2,Q3,Q4,binary undecided voter,DUM1,DUM2,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5m,Q6,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q8,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q10,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_DK,Q13_REF,Q14,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q15_safe_gambler,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,Q23,Q24,Q25,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,nominal StateMap
1105,2,5,32,"""32""",11,96,FALSE,2,2,2,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,1,1,3,1,1,1,4,3,4,3,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,1,3,2,3,2,4,1,3,3,6,3,3,1972,1,2,1,4,1,3,3,"""3"""
2504,2,2,36,"""36""",11,1,FALSE,1,3,1,2,1,1,3,1,3,2,1,2,3,2,1,1,1,1,1,1,1,2,1,1,5,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,1,1,1,1,4,1,1,3,1,3,4,7,10,3,1978,2, ,2,4,1,2,2,"""2"""
1345,2,2,16,"""16""",13,1,FALSE,2,1,1,1,2,1,2,2,2,1,1,2,2,1,10,1,1,1,1,1,1,2,1,1,5,4,3,2,3,3,3,3,2,2,2,1,1,2,4,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,4,4,4,4,4,4,4,4,4,1,3,1,1,3,1,4,4,1,3,4,2,3,3,2,8,1, , , ,2,3,3,1,1,"""1"""
1633,2,2,5,"""5""",13,-98,TRUE,2,1,4,2,2,2,3,3,3,3,3,4,2,4,-98,1,1,1,1,1,1,1,1,1,3,4,4,4,3,3,3,3,3,4,4,4,2,2,4,3,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36,4,4,4,4,4,4,4,4,4,1,2,3,3,2,2,4,4,3,2,2,3,3,3,5,7,1, , , ,2,4,2,4,4,"""4"""
250,2,2,16,"""16""",36,1,FALSE,2,3,1,2,2,1,2,1,1,2,2,3,1,2,1,1,1,1,1,2,1,1,2,1,9,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,2,3,3,2,2,3,2,4,2,2,3,2,2,1,3,1, , , ,1,3,2,3,3,"""3"""
1226,1,4,16,"""16""",1,15,FALSE,2,3,2,2,2,2,1,2,-98,2,3,2,3,2,6,1,1,1,1,2,1,1,2,1,2,3,3,3,1,1,3,3,2,2,2,2,1,2,-98,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,3,3,3,2,2,2,2,2,5,7,1, , , ,2,4, ,2,2,"""2"""
132,2,2,16,"""16""",35,5,FALSE,2,3,1,1,3,1,3,2,2,3,2,2,1,1,6,1,1,1,2,1,1,1,2,2,1,4,3,3,3,3,3,3,3,3,3,3,2,1,4,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,3,1,4,4,1,1,4,1,4,4,2,10,3,1967,1,2,1,4,1,4,4,"""4"""
1553,2,2,17,"""17""",30,1,FALSE,2,2,1,1,1,1,2,1,2,2,2,2,2,2,6,2,2,2,1,1,1,2,1,1,5,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,1,2,2,2,3,3,1,2,2,2,3,6,6,1, , , ,1,3,3,2,2,"""2"""
870,2,2,16,"""16""",1,5,FALSE,2,1,2,2,1,1,2,1,1,2,2,2,1,3,4,1,1,2,2,1,2,3,2,1,2,3,4,3,2,3,2,2,2,2,2,2,2,2,4,2,1,4,3,2,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,12,4,4,4,4,4,3,4,4,4,0.962962963,2,2,3,2,3,2,2,4,1,2,4,2,1,3,8,1, , , ,1,3,2,5,5,"""5"""
1779,2,2,1,"""1""",17,1,FALSE,1,1,1,1,1,1,4,1,3,4,3,2,2,1,3,2,1,1,1,1,2,3,1,1,2,4,3,3,3,3,2,2,2,3,2,2,1,1,1,4,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,2,3,3,4,3,3,4,1,3,4,6,10,3,2014,2, ,1,2,1,1,1,"""1"""
360,2,4,30,"""30""",20,3,FALSE,2,1,2,3,2,1,2,3,2,2,2,1,3,2,4,1,1,1,1,1,1,1,1,1,2,3,4,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,3,2,3,3,3,3,2,3,3,2,3,2,2,10,10,1, , , ,2,3,3,5,5,"""5"""
295,2,2,16,"""16""",16,3,FALSE,1,1,1,2,1,1,3,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,3,3,1,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,10,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,3,3,3,2,3,3,2,3,6,8,1,-98,-98, ,1,4,1,1,1,"""1"""
1806,2,4,11,"""11""",11,4,FALSE,1,1,2,1,3,2,3,1,3,3,1,2,2,1,9,1,2,1,2,1,1,3,1,2,6,2,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,3,1,4,3,1,1,3,1,3,4,5,7,3,1996,1,2,2,3,1,1,1,"""1"""
1108,1,1,36,"""36""",11,1,FALSE,2,2,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,9,3,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,3,1,4,4,8,8,3,1960,1,2,1,4,1,1,1,"""1"""
2465,1,4,5,"""5""",16,2,FALSE,2,1,2,1,1,1,4,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,3,3,4,3,3,3,2,3,1,3,3,2,1,3,3,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,3,3,2,2,3,3,3,1,2,3,3,3,8,5,1, , , ,2,3, ,2,2,"""2"""
2411,2,4,19,"""19""",19,6,FALSE,1,1,2,3,2,2,4,2,3,4,4,4,4,4,4,1,1,2,2,1,2,3,1,1,9,3,3,4,3,3,4,3,3,4,3,4,2,2,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,1,4,4,2,1,3,1,4,3,2,8,3,2002,1,2,2,3,1,3,3,"""3"""
2413,1,5,32,"""32""",13,5,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,6,3,3,3,3,3,1,2,1,1,1,1,-98,1,2,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,4,4,4,4,4,4,4,4,4,1,2,2,1,3,2,3,3,3,1,3,2,3,3,0,0,1, , , ,1,4,3,5,5,"""5"""
387,2,1,11,"""11""",35,3,FALSE,2,1,2,2,3,2,2,1,2,1,1,1,1,1,6,1,2,2,2,1,1,1,1,2,5,2,3,2,3,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,4,4,4,4,4,1,3,1,1,2,1,3,4,3,2,4,2,3,3,6,5,3,1974,1,2,1,4,1,5,5,"""5"""
1068,2,2,16,"""16""",32,2,FALSE,2,1,1,3,1,1,4,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,3,2,3,2,2,3,3,2,1,3,2,2,2,4,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,2,2,1,3,2,3,2,1,1,2,2,6,10,1, , , ,1,4,3,1,1,"""1"""
722,2,4,20,"""20""",4,3,FALSE,2,2,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,4,2,3,4,3,3,3,4,3,4,3,2,1,4,1,2,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,1,3,2,3,2,2,4,1,2,2,3,3,2,7,3,1998,1,1,1,3,1,2,2,"""2"""
88,2,1,17,"""17""",28,3,FALSE,2,1,1,1,1,1,2,1,1,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,2,2,2,2,1,1,2,3,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,3,3,3,1,3,3,2,3,8,5,1, , , ,1,3,3,2,2,"""2"""
2072,2,2,33,"""33""",1,6,FALSE,2,3,1,2,2,2,2,1,2,1,1,1,1,1,3,2,2,2,3,1,2,1,1,2,5,2,2,2,2,2,1,2,1,1,2,2,1,1,4,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,4,3,1,4,4,3,1,4,2,3,4,7,7,3,1974,1,1,1,4,1,3,3,"""3"""
848,2,2,16,"""16""",32,2,FALSE,1,3,2,3,2,1,2,1,2,1,2,2,1,1,6,1,2,1,1,1,2,2,1,1,8,3,3,2,2,3,2,2,2,2,2,2,1,1,4,1,2,2,2,2,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,104,4,4,4,4,3,4,3,4,4,0.925925926,2,2,3,2,3,3,2,3,2,3,3,2,4,6,4,3,1993,1,2,1,3,1,5,5,"""5"""
375,2,2,16,"""16""",19,3,FALSE,1,3,1,2,1,1,2,1,1,1,1,1,1,1,9,2,2,2,2,1,2,2,1,2,5,4,2,3,2,4,2,1,2,1,1,1,1,2,4,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,1,4,1,3,3,2,1,3,2,3,3,8,8,3,1998,1,2,2,4,1,1,1,"""1"""
1369,2,2,1,"""1""", ,16,FALSE,1,3,1,3,3,3,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,3,1,2,5,3,2,3,3,3,2,1,1,1,1,1,1,1,4,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,2,2,2,2,3,2,2,3,2,2,7,7,3, , , ,1,4,2,4,4,"""4"""
1001,2,5,96,"""96""",19,97,TRUE,2,2,1,1,1,1,1,1,1,1,1,1,3,1,12,1,1,1,2,2,2,1,2,1,2,4,4,3,3,3,2,2,3,3,2,3,2,1,4,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,3,2,2,3,3,3,3,4,2,3,3,2,3,3,5,3, , , ,2,3,2,1,1,"""1"""
1674,2,2,20,"""20""",19,1,FALSE,2,3,2,3,3,1,4,3,3,3,3,2,2,2,6,2,1,1,2,1,2,2,1,2,2,3,2,3,4,3,2,2,2,1,2,2,1,2,3,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,1,1,3,1,3,3,2,1,3,1,3,3,7,7,1, , , ,2,4,2,4,4,"""4"""
2163,2,4,1,"""1""",11,1,FALSE,1,3,3,2,2,1,2,1,2,2,4,3,2,2,4,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,3,2,1,2,1,3,3,3,1,3,2,2,2,3,4,1, , , ,2,3,2,5,5,"""5"""
917,2,2,29,"""29""",34,1,FALSE,1,1,1,2,2,2,3,1,2,2,2,3,2,1,1,2,2,2,1,1,1,1,1,2,5,3,2,2,2,3,2,2,2,2,2,2,-98,1,1,1,2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,4,4,4,4,4,4,4,4,1,2,1,2,2,1,1,1,3,3,4,2,2,2,4,6,1, , , ,1,4,2,1,1,"""1"""
2067,2,4,11,"""11""",1,-99,TRUE,2,3,1,2,2,1,2,2,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,5,3,4,2,2,3,2,3,2,2,2,2,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,1,3,1,3,2,3,1,3,2,3,3,7,10,1,1985,2, ,1,4,1,2,2,"""2"""
1324,2,4,11,"""11""",1,3,FALSE,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,3,1,2,5,3,4,2,3,3,2,2,2,2,2,1,1,2,3,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,2,3,4,2,3,4,1,4,4,6,7,3,1982,1,2,1,3,1,8,8,"""8"""
534,2,4,13,"""13""",1,11,FALSE,2,1,2,1,2,1,4,2,3,4,4,4,4,3,3,2,1,2,1,2,2,2,2,1,8,4,4,4,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,2,1,3,3,3,3,3,2,2,2,8,5,1, , , ,1,2,2,1,1,"""1"""
843,2,2,5,"""5""",1,3,FALSE,2,1,2,2,2,1,2,2,2,2,2,3,2,3,3,1,1,2,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,3,2,3,3,3,1,2,2,2,3,5,5,1, , , ,2,3,3,1,1,"""1"""
539,2,2,96,"""96""",19,6,FALSE,1,1,2,3,3,3,4,1,2,3,2,2,2,2,4,1,1,1,1,1,1,1,1,1,7,4,3,3,4,3,3,3,3,4,3,3,2,1,4,2,2,2,3,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,10,4,4,4,4,4,4,4,4,4,1,3,1,3,4,1,3,2,3,1,4,1,4,4,7,6,3,1999,1,1,2,4,1,3,3,"""3"""
2500,2,2,2,"""2""",32,1,FALSE,2,3,1,2,1,1,4,1,2,2,1,1,1,3,9,2,1,2,2,1,2,4,1,1,5,3,3,3,2,3,1,1,2,2,1,-98,1,2,4,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,1,3,1,3,4,3,3,3,3,-98,2,6,6,3, , , ,1,4,2,1,1,"""1"""
2420,2,2,16,"""16""",20,3,FALSE,1,1,1,2,2,2,3,1,3,1,2,2,1,1,1,2,2,2,3,1,3,3,1,2,5,3,3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,2,3,3,3,3,3,2,3,3,3,7,10,3,2010,1,2,1,3,1,4,4,"""4"""
785,2,4,19,"""19""",16,1,FALSE,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,2,2,2,2,1,2,2,2,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,1,1,1,4,1,4,3,3,1,4,1,4,2,5,10,1, , , ,2,4,3,2,2,"""2"""
2382,2,5,20,"""20""",11,4,FALSE,1,1,1,1,1,1,1,1,3,1,1,1,1,1,6,1,2,1,1,1,1,1,1,2,5,3,3,3,3,3,2,2,3,3,2,3,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,1,1,4,-98,4,4,4,4,1,1,2,2,4,8,8,3, , , ,2,4,2,1,1,"""1"""
1608,1,2,16,"""16""",13,1,FALSE,2,1,2,3,1,2,3,1,1,4,2,2,4,3,6,1,1,2,1,2,1,2,2,1,-98,4,1,3,1,3,3,3,3,2,2,3,2,2,1,1,2,2,2,-98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,1,2,1,4,4,1,1,4,1,3,4,-98,10,1, , , ,1,3,2,4,4,"""4"""
1002,2,4,19,"""19""",19,2,FALSE,1,1,2,2,2,2,4,1,1,4,2,4,2,2,4,1,1,1,2,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,2,3,2,3,3,3,1,3,2,2,3,7,8,3,1986,1,2,1,3,1,1,1,"""1"""
2146,2,4,18,"""18""",16,3,FALSE,2,1,1,2,1,1,1,1,3,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,2,4,4,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,48,3,3,4,4,3,4,3,3,4,0.814814815,3,1,4,3,2,4,3,3,1,3,2,3,4,8,6,1, , , ,1,3,2,1,1,"""1"""
283,2,4,29,"""29""",16,2,FALSE,1,1,1,3,2,1,2,1,1,1,1,2,1,2,6,2,1,2,2,1,1,2,1,2,5,4,3,3,3,3,3,2,2,2,2,2,1,3,4,2,1,2,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,208,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,3,3,3,2,4,3,3,3,5,7,3, , , ,1,3,2,3,3,"""3"""
516,2,2,29,"""29""",15,1,FALSE,2,1,1,1,3,1,4,1,3,1,2,2,2,1,1,2,1,3,2,1,2,3,1,2,5,3,3,3,3,2,2,2,1,2,2,1,1,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,4,2,3,3,3,2,3,3,3,2,7,9,3,2000,2, ,1,4,1,1,1,"""1"""
678,2,4,1,"""1""", ,1,FALSE,2,1,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,2,5,4,3,3,3,4,2,3,2,3,2,2,1,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,3,3,2,3,3,3,2,4,1,2,3,7,7,3,2012,1,2,1,2,1,4,4,"""4"""
1682,2,4,19,"""19""",11,4,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,4,2,2,4,4,3,2,3,2,2,2,6,5,3,1991,1,2,2,3,1,3,3,"""3"""
1499,1,4,32,"""32""",12,96,FALSE,2,1,1,2,2,2,3,3,3,2,3,3,2,3,4,1,1,2,2,1,-98,3,2,1,9,3,4,3,3,3,2,2,3,3,3,-98,2,1,4,2,1,3,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,3,3,2,3,2,-98,3,4,9,1, , , ,2,3,3,1,1,"""1"""
1958,2,4,96,"""96""",96,6,FALSE,2,3,1,1,3,2,-98,1,-98,2,1,2,2,1,-98,3,1,3,3,1,3,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,-98,1,4,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,2,2,3,4,4,3,2,-98,2,-98,3,6,6,3, , , ,1,2,2,3,3,"""3"""
1668,2,1,11,"""11""",18,4,FALSE,1,1,2,2,2,1,1,2,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,5,3,3,2,2,2,3,2,3,2,2,2,2,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,2,2,2,2,3,3,3,2,2,2,3,10,3, , , ,1,2,3,2,2,"""2"""
1147,2,2,18,"""18""",1,1,FALSE,2,1,2,2,1,1,1,1,1,2,1,2,3,1,3,1,1,1,1,1,1,2,1,1,8,3,3,3,2,3,1,1,2,2,2,2,1,1,4,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,4,4,4,4,4,4,3,4,4,0.962962963,4,2,2,3,1,3,2,4,2,2,1,3,3,3,5,2,2007,1,1,2,2,1,3,3,"""3"""
333,2,2,29,"""29""",36,3,FALSE,1,1,1,1,1,2,1,2,3,1,2,1,2,3,6,1,1,3,2,1,2,3,1,2,8,2,2,3,3,4,2,2,2,2,3,2,1,2,3,2,2,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,4,3,4,4,4,3,3,4,0.888888889,2,2,2,2,2,2,2,3,2,2,2,3,3,2,4,3,2016,1,1,2,2,1,2,2,"""2"""
1430,2,2,11,"""11""",12,3,FALSE,2,1,2,2,2,1,3,2,3,3,2,2,2,2,4,1,2,1,2,1,2,2,1,1,5,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,2,2,2,2,4,3,3,2,3,2,3,3,6,5,3,2006,1,2,2,2,1,4,4,"""4"""
1028,2,4,34,"""34""",32,2,FALSE,1,1,1,3,2,1,4,4,4,4,4,4,3,1,4,1,1,2,1,1,1,4,1,1,2,4,3,3,3,3,3,4,3,3,4,4,2,2,3,4,3,4,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,4,4,3,3,4,3,3,2,8,6,1, , , ,1,3,2,1,1,"""1"""
1518,2,4,29,"""29""",11,3,FALSE,2,1,2,2,2,1,3,1,1,1,2,1,2,2,8,2,1,2,1,2,1,2,2,1,2,3,3,3,3,4,2,2,3,2,2,3,2,2,3,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,4,4,1,1,4,1,3,3,5,8,1, , , ,1,2,2,2,2,"""2"""
774,2,2,13,"""13""",36,-98,TRUE,2,3,1,1,1,1,1,2,2,2,3,2,3,2,4,2,1,2,1,1,2,4,3,1,9,3,4,4,2,3,3,3,2,3,2,2,1,3,3,2,2,2,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,208,4,4,4,4,4,3,4,4,4,0.962962963,2,1,3,2,2,2,2,1,1,3,3,1,1,7,5,3, , , ,1,2,2,2,2,"""2"""
1246,2,1,34,"""34""",96,2,FALSE,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,1,1,1,4,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,104,4,4,3,4,4,4,4,4,4,0.962962963,2,1,2,3,1,3,2,3,2,2,3,3,3,2,5,1, , , ,1,2,2,2,2,"""2"""
1789,2,1,16,"""16""",20,-98,TRUE,1,1,1,2,2,1,2,1,2,3,1,1,3,1,4,1,1,1,3,1,1,2,1,1,9,4,3,3,2,3,3,3,3,2,2,2,2,1,4,1,1,2,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,4,4,4,4,4,4,3,4,4,0.962962963,4,1,2,3,2,3,3,2,2,2,2,3,3,4,10,3,2015,1,2,2,2,1,2,2,"""2"""
1240,2,2,11,"""11""",4,5,FALSE,2,2,3,1,3,1,1,1,2,3,1,2,3,3,2,2,1,1,1,1,2,2,2,2,9,2,3,2,3,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,3,1,3,3,3,2,3,2,3,3,7,8,3,2018,1,1,1,1,1,1,1,"""1"""
329,2,2,4,"""4""",1,1,FALSE,2,1,2,2,2,1,3,2,2,3,2,3,2,2,4,1,1,1,1,1,1,1,1,1,7,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,2,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,3,1,1,4,1,4,4,2,1,4,2,3,2,6,6,1, , , ,2,3,3,4,4,"""4"""
292,2,4,11,"""11""",19,4,FALSE,1,2,2,1,1,1,2,1,1,2,1,1,2,1,4,1,1,1,1,1,1,2,1,1,9,2,3,2,3,3,2,2,2,1,2,2,1,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,1,1,3,2,3,3,2,2,3,1,3,3,7,8,3,1974,1,2,2,4,1,2,2,"""2"""
2214,2,4,11,"""11""",1,4,FALSE,1,1,1,2,2,3,2,1,2,2,2,2,2,2,6,1,1,1,1,1,1,2,2,2,5,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,2,2,2,3,3,2,2,3,2,2,4,4,8,3,2015,1,1,1,1,1,3,3,"""3"""
677,2,2,1,"""1""",34,3,FALSE,1,3,2,2,2,1,1,1,1,3,3,2,1,3,4,1,1,1,1,1,2,1,1,1,9,4,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,1,4,1,2,3,1,2,3,1,3,4,3,4,1, , , ,1,1,2,3,3,"""3"""
1698,2,2,-99,"""-99""", ,-99,TRUE,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,1,1,3,2,1,2,3,2,1,9,4,4,3,2,3,3,3,3,4,3,4,2,2,2,2,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,3,4,3,3,2,2,4,3,2,3,2,2,7,4,1, , , ,1,1,2,3,3,"""3"""
1661,2,2,11,"""11""",1,3,FALSE,1,1,2,2,2,2,2,1,3,3,2,2,2,1,12,2,1,2,2,1,2,3,1,1,5,2,2,2,2,3,2,2,2,2,2,2,1,1,4,1,2,1,1,2,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,15,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,4,4,3,3,3,2,3,3,3,5,3,1994,1,2,2,3,1,1,1,"""1"""
