SRCID,Mode,Q1,Q2,nominal Q2,Q3,Q4,binary undecided voter,DUM1,DUM2,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5m,Q6,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q8,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q10,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_DK,Q13_REF,Q14,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q15_safe_gambler,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,Q23,Q24,Q25,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,nominal StateMap
1297,2,5,16,"""16""",96,4,FALSE,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,2,1,1,1,1,2,3,3,4,4,4,4,3,3,3,2,2,3,2,1,3,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,4,1,4,4,2,2,3,1,3,3,8,5,3, , , ,2,3,3,3,3,"""3"""
577,2,2,32,"""32""",8,6,FALSE,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,3,2,1,2,2,2,1,2,2,2,2,2,1,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,3,3,2,1,4,2,2,3,2,2,3,3,8,7,3,2010,2, ,1,2,1,3,3,"""3"""
971,2,4,5,"""5""",17,4,FALSE,1,3,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,2,1,1,1,1,1,8,3,3,3,3,3,2,2,2,2,2,2,-98,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,4,2,4,4,2,2,3,2,3,3,6,5,1, , , ,2,3,3,2,2,"""2"""
405,2,4,16,"""16""",11,5,FALSE,1,3,1,3,2,2,2,1,2,1,1,1,1,2,9,2,2,2,2,1,2,2,1,2,5,3,3,2,3,3,2,2,2,2,2,1,2,2,3,2,1,1,2,2,-98,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,2,3,4,3,2,2,4,1,3,4,4,8,2,2003,1,2,1,2,1,3,3,"""3"""
1132,2,2,11,"""11""",35,3,FALSE,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,9,2,3,2,3,3,2,2,2,2,2,2,1,2,3,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,3,2,3,3,3,2,2,2,2,3,7,10,3,2005,1,2,2,3,1,2,2,"""2"""
1496,1,2,1,"""1""",13,1,FALSE,1,1,2,1,1,1,1,1,1,2,2,2,3,2,10,1,1,1,1,1,1,1,1,1,5,4,2,3,2,3,3,3,3,2,3,3,2,1,4,2,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,2,3,3,2,2,2,2,3,7,9,1, , , ,1,3,3,4,4,"""4"""
1589,2,2,13,"""13""",19,-98,TRUE,2,3,1,1,2,2,1,2,3,1,1,2,2,1,12,2,2,1,3,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,1,2,1,1,3,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,2,4,4,0.925925926,2,2,2,3,2,3,2,4,3,3,3,3,2,3,8,2, , , ,1,1,3,2,2,"""2"""
2440,2,4,11,"""11""",11,3,FALSE,1,1,1,1,2,2,2,1,1,2,1,2,2,1,6,1,1,1,1,1,1,1,1,1,5,2,3,2,3,3,2,2,2,2,2,2,-98,1,3,1,1,1,1,1,-98,0,1,1,1,0,0,0,0,0,0,0,0,0,0,156,4,4,4,4,4,4,4,4,4,1,2,2,3,3,3,3,3,3,3,3,2,-98,3,5,5,1, , , ,2,4,2,3,3,"""3"""
1040,2,2,18,"""18""",5,3,FALSE,1,1,1,2,3,2,3,1,2,2,2,2,1,2,1,2,3,2,3,1,2,3,1,2,8,2,3,2,2,3,1,2,1,1,2,1,1,2,3,3,1,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,4,4,4,4,4,4,4,4,4,1,3,1,2,3,1,4,3,2,2,4,1,3,3,6,10,3,1978,1,2,1,4,1,1,1,"""1"""
1987,2,2,2,"""2""",96,2,FALSE,1,3,1,1,2,1,4,2,1,2,1,2,3,2,4,1,2,2,1,2,2,1,1,1,5,2,3,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,3,3,2,2,2,3,2,2,2,2,3,8,5,2,2010,2, ,2,1,1,5,5,"""5"""
215,2,4,35,"""35""",13,11,FALSE,1,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1,2,2,2,1,2,3,3,2,3,2,2,2,2,2,2,2,1,2,3,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,1,3,3,2,3,1,2,4,2,1,4,3,4,7,7,1, , , ,1,3,2,5,5,"""5"""
697,2,2,6,"""6""",15,3,FALSE,1,1,2,1,2,2,4,2,2,2,1,3,2,2,6,1,2,2,2,1,2,1,1,2,8,3,3,2,2,3,1,1,2,2,2,2,2,2,3,3,3,2,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,3,2,2,2,1,3,3,3,2,3,2,3,3,7,7,3,2004,1,2,2,2,1,5,5,"""5"""
2187,2,2,-98,"""-98""", ,1,FALSE,1,2,1,3,2,3,2,2,2,2,2,2,2,2,1,3,2,3,1,1,2,4,2,2,6,3,3,3,3,3,3,3,2,2,2,3,1,4,2,1,2,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,36,4,4,4,4,4,4,4,4,4,1,2,2,3,3,3,4,4,3,2,2,3,2,2,6,8,3, , , ,1,2,3,1,1,"""1"""
1812,2,2,11,"""11""",19,3,FALSE,1,2,2,1,3,2,2,1,1,2,2,2,1,2,6,2,1,1,2,1,1,1,2,2,3,3,3,2,2,3,3,2,3,2,2,2,-98,1,3,2,1,2,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,12,4,3,3,4,4,4,3,3,4,0.851851852,2,2,2,3,3,3,3,3,2,3,2,3,3,7,5,1, , , ,1,2,3,1,1,"""1"""
159,2,2,1,"""1""",17,3,FALSE,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,9,4,2,2,3,3,2,2,2,2,2,3,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,3,1,4,2,6,6,3,1989,2, ,2,3,1,2,2,"""2"""
725,2,4,11,"""11""",19,3,FALSE,1,2,2,1,2,1,1,1,1,1,1,1,1,1,8,2,1,1,2,1,2,1,1,1,2,3,3,2,3,3,1,2,1,2,2,1,1,1,3,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,2,2,3,3,3,1,3,2,2,3,6,9,2, , , ,2,1,3,2,2,"""2"""
302,2,2,1,"""1""",30,6,FALSE,2,1,2,2,2,2,3,2,3,2,1,2,1,2,4,2,1,1,1,1,2,2,1,1,9,3,2,3,2,3,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,780,3,4,4,4,3,4,3,4,4,0.888888889,3,2,3,2,2,2,2,3,3,3,2,2,2,7,9,3,1992,1,2,1,2,1,3,3,"""3"""
2066,2,2,11,"""11""",16,3,FALSE,2,1,1,1,1,1,4,1,1,2,1,4,4,1,12,4,1,4,1,1,4,4,1,1,5,4,4,3,3,4,2,3,2,3,3,2,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,3,3,3,3,4,4,2,4,1,4,2,6,8,3,1987,2, ,2,2,1,1,1,"""1"""
326,2,2,13,"""13""",32,1,FALSE,1,1,3,2,2,1,3,2,3,2,2,4,2,2,4,1,1,1,2,1,1,1,2,1,2,4,2,2,2,3,2,3,2,2,2,2,1,2,1,4,3,2,4,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,2,3,4,2,3,2,3,3,2,9,1, , , ,2,4,3,1,1,"""1"""
1509,2,4,16,"""16""",35,4,FALSE,1,1,1,2,2,1,1,1,2,1,2,1,1,1,12,2,2,3,3,1,2,2,1,2,8,4,3,3,3,3,2,2,3,2,2,1,2,1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,1,3,2,2,2,2,3,4,3,2,3,3,2,8,7,3,2017,1,1,1,1,1,1,1,"""1"""
1643,2,1,1,"""1""",4,3,FALSE,1,2,1,2,1,1,3,1,2,3,3,2,2,2,1,1,1,1,1,1,1,2,1,1,5,3,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,2,3,3,3,3,3,2,3,2,3,4,10,3,2018,1,1,2,1,1,2,2,"""2"""
61,2,5,11,"""11""",11,3,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,1,6,2,3,1,4,4,1,1,2,1,3,2,1,2,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,4,1,4,4,1,1,4,1,1,4,7,7,1, , , ,1,3,2,5,5,"""5"""
359,2,4,13,"""13""",29,97,TRUE,2,3,2,2,1,1,4,2,2,4,4,4,4,4,4,2,2,4,3,1,2,2,2,2,5,3,4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,2,2,3,3,3,2,3,3,2,2,8,7,1, , , ,1,3,2,3,3,"""3"""
1480,2,2,11,"""11""",13,-98,TRUE,1,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,2,2,1,1,2,3,1,1,8,2,2,2,2,2,2,2,1,1,1,2,1,1,3,1,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,3,2,2,3,3,3,3,2,3,2,-98,3,5,8,3,2014,2, ,2,2,1,3,3,"""3"""
428,2,2,2,"""2""",7,1,FALSE,1,1,1,1,3,2,3,1,1,2,1,2,2,1,6,1,2,2,2,1,2,3,1,3,5,2,4,3,3,4,3,3,2,2,2,2,1,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,2,2,2,2,2,3,2,2,3,2,2,8,8,3,1984,1,2,1,3,1,5,5,"""5"""
558,2,4,16,"""16""",96,3,FALSE,1,2,1,2,2,2,2,1,2,1,1,1,1,1,9,1,1,2,1,2,1,4,3,3,2,3,2,2,3,4,3,3,2,2,2,1,2,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,4,1,4,4,2,2,4,2,3,2,6,6,3,2012,1,1,1,2,1,1,1,"""1"""
1487,2,2,96,"""96""",96,3,FALSE,1,2,2,1,3,1,3,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1,2,1,9,3,2,2,2,2,1,1,1,1,1,1,1,2,3,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,2,1,3,3,2,2,3,2,2,3,7,0,2,2019,1,2,1,2,1,3,3,"""3"""
1121,2,4,11,"""11""",32,3,FALSE,1,2,1,1,1,2,3,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,5,3,3,2,3,4,2,2,3,2,2,2,1,2,3,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,1,3,3,3,1,3,2,-98,3,7,8,3,2010,1,2,2,4,1,2,2,"""2"""
628,2,2,13,"""13""",13,1,FALSE,2,1,2,2,2,2,2,2,2,2,2,2,3,2,9,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,20,4,4,4,4,4,4,4,4,4,1,4,1,1,4,1,4,4,1,1,1,1,1,4,3,3,1, , , ,2,3,2,5,5,"""5"""
1117,2,4,16,"""16""",11,3,FALSE,1,3,2,2,2,1,4,1,2,1,1,2,1,1,4,2,1,1,2,1,2,1,1,1,9,3,3,3,2,3,2,2,2,2,2,1,2,1,4,1,1,2,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,3,4,4,4,4,4,4,4,4,0.962962963,2,2,3,4,3,2,2,4,2,3,2,3,4,7,8,3, , , ,1,2,2,1,1,"""1"""
1573,2,4,1,"""1""",4,3,FALSE,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,4,4,3,3,3,4,3,3,2,2,2,2,2,2,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,3,4,1,1,4,1,4,4,4,8,3, , , ,2,1,2,3,3,"""3"""
1125,2,2,11,"""11""",20,3,FALSE,2,1,3,2,4,2,2,1,3,1,1,2,1,1,9,2,2,2,2,1,2,2,1,2,8,-98,4,2,3,3,2,2,2,2,2,2,-98,1,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,3,2,3,2,4,3,-98,2,6,6,3,1968,1,2,2,4,1,3,3,"""3"""
540,2,2,-98,"""-98""", ,4,FALSE,1,3,3,3,2,2,3,2,2,2,2,2,3,2,4,1,1,1,2,1,1,2,2,1,1,4,3,2,3,3,3,2,2,2,2,2,1,1,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,1,3,2,3,3,3,2,4,2,3,3,1,2,3,2016,1,1,2, ,1,8,8,"""8"""
651,1,2,5,"""5""",1,4,FALSE,2,2,3,1,2,1,1,1,1,2,1,2,1,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,4,3,3,4,2,2,3,3,4,2,3,2,3,5,5,1, , , ,2,2,2,1,1,"""1"""
1729,2,2,36,"""36""",11,3,FALSE,1,3,1,3,2,1,2,2,2,2,1,2,1,3,4,1,2,1,2,2,2,2,2,1,9,2,3,2,3,3,3,2,2,2,2,2,1,2,4,2,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,3,2,3,4,3,3,4,1,3,2,7,7,3,2012,1,1,1,1,1,2,2,"""2"""
1662,2,4,33,"""33""",17,1,FALSE,1,1,2,3,2,1,3,1,2,3,3,2,2,2,1,2,1,1,1,1,1,3,2,1,2,4,4,2,3,4,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,3,1,4,4,1,1,3,2,3,3,3,7,3,1992,1,2,1,2,1,5,5,"""5"""
282,2,4,11,"""11""",11,3,FALSE,1,3,1,1,2,2,2,2,2,2,2,2,1,2,9,2,2,3,3,1,2,2,1,2,8,1,3,1,3,4,1,1,1,1,2,1,1,-98,2,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,3,4,4,4,4,0.962962963,2,2,3,3,2,3,3,3,2,3,3,2,3,2,7,1,1968,2, ,2,4,1,3,3,"""3"""
2394,2,2,34,"""34""",96,-99,TRUE,1,2,1,1,1,1,1,1,2,1,1,1,4,1,2,2,1,1,1,1,1,1,1,1,3,2,2,2,1,2,1,1,1,2,1,1,1,3,3,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , ,,4,2,1,3,1,4,4,1,1,2,1,2,2,5,5,-99,-99,-99, , , ,1,4,4,"""4"""
288,1,4,11,"""11""",1,3,FALSE,2,1,2,3,2,2,2,1,1,1,1,2,2,2,1,1,1,1,3,1,2,2,2,1,9,3,3,2,4,4,2,2,1,2,2,2,2,1,1,2,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,1,2,2,3,2,2,1,4,2,4,3,2,3,2,5,3,-99,1,1,1,1,1,1,1,"""1"""
1684,2,4,-98,"""-98""", ,-98,TRUE,1,2,1,1,1,1,1,1,3,1,1,2,2,1,9,1,1,1,1,1,1,1,1,1,5,2,3,3,3,3,2,2,2,2,2,2,1,1,4,2,1,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,4,3,3,2,4,1,-98,4,6,3,3,2005,1,2,1,2,1,8,8,"""8"""
622,2,1,1,"""1""",19,1,FALSE,2,1,2,2,1,1,2,1,2,2,1,1,2,1,6,1,2,1,1,1,2,2,1,1,8,2,2,2,2,3,2,2,2,2,2,2,1,1,4,1,1,2,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,4,4,3,2,3,2,3,2,2,6,1, , , ,1,4,3,4,4,"""4"""
1612,1,5,13,"""13""",11,4,FALSE,2,1,2,2,4,2,1,1,2,2,2,2,1,2,12,2,1,2,2,1,2,2,1,2,8,3,3,3,3,3,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,4,1,4,3,3,2,3,1,2,3,6,7,1, , , ,1,3,3,1,1,"""1"""
1417,2,4,20,"""20""",11,4,FALSE,1,1,2,1,2,2,1,1,1,1,1,1,2,1,6,2,2,2,2,1,1,2,1,2,5,3,4,3,3,4,2,2,2,2,2,2,2,1,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,3,2,3,2,2,3,3,3,2,3,2,2,2,2,5,3,1994,1,1,2,3,1,1,1,"""1"""
411,2,4,96,"""96""",16,38,FALSE,1,1,1,1,2,1,2,1,1,1,2,2,1,2,4,2,1,2,1,2,2,3,2,1,8,4,4,4,4,4,4,4,3,3,4,3,2,2,3,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,4,4,4,4,4,4,4,4,1,2,1,2,3,2,4,3,2,3,-98,-98,-98,2,5,8,1, , , ,1,3,3,4,4,"""4"""
692,2,4,19,"""19""",32,1,FALSE,2,1,1,3,3,2,4,2,4,4,1,4,1,1,1,1,3,1,2,1,2,1,1,3,5,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,3,3,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,3,1,2,3,1,3,3,2,1,4,1,4,4,5,10,3,2008,1,2,1,2,1,3,3,"""3"""
1575,2,4,35,"""35""",18,97,TRUE,2,2,1,3,3,1,3,1,2,2,1,2,3,1,12,1,1,1,1,1,2,2,1,1,8,3,3,3,3,3,2,2,2,2,2,2,2,2,4,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,4,2,3,3,2,2,4,2,3,-98,9,10,3,1988,1,2,2,4,1,4,4,"""4"""
668,2,2,11,"""11""",16,3,FALSE,1,2,1,1,1,1,1,1,2,1,1,1,1,1,9,2,1,2,1,1,1,3,1,1,5,4,3,3,3,3,2,2,2,1,2,2,1,2,4,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,2,4,3,1,1,4,1,3,4,7,8,2, , , ,1,1,3,8,8,"""8"""
1546,2,2,11,"""11""",4,3,FALSE,2,2,2,1,2,1,2,1,3,1,1,1,2,1,4,2,1,1,1,1,2,2,2,1,9,4,3,3,3,3,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,156,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,2,3,1,4,2,2,3,8,7,3, , , ,2,2,2,1,1,"""1"""
176,2,2,16,"""16""",11,4,FALSE,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2,1,1,2,2,1,1,9,3,3,3,3,2,2,2,2,1,2,2,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,3,2,3,2,3,2,3,2,2,2,2,2,0,5,3, , , ,1,1,2,3,3,"""3"""
783,2,2,8,"""8""",4,3,FALSE,1,1,1,1,3,1,2,1,3,2,2,3,1,1,11,1,1,1,2,1,3,2,1,1,2,3,4,3,3,4,2,2,2,2,2,2,1,2,3,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,2,2,2,4,3,2,2,3,3,3,6,8,3,2012,1,1,2,1,1,1,1,"""1"""
1354,2,1,11,"""11""",35,4,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-98,1,1,1,1,1,1,1,1,1,-98,3,3,1,2,2,1,1,1,1,1,1,1,2,3,-98,1,-98,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,1,1,3,1,-98,4,5,5,3,1973,2, ,2,4,1,5,5,"""5"""
2482,2,4,1,"""1""",16,1,FALSE,1,1,2,2,2,1,2,2,1,2,3,3,3,1,4,1,1,1,1,1,1,1,1,1,2,3,3,2,3,3,3,3,2,2,2,2,2,1,3,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,3,1,3,4,0.703703704,3,1,2,4,1,3,3,2,2,3,1,2,2,7,7,3,2018,1,1,2,1,1,2,2,"""2"""
2152,2,4,11,"""11""",29,4,FALSE,2,1,1,1,1,1,1,1,1,1,4,1,2,1,3,1,2,1,1,1,2,1,1,1,8,3,4,4,3,4,3,3,3,2,2,3,2,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,4,4,3,3,3,2,3,1,5,8,3,2016,2, ,1,2,1,2,2,"""2"""
2244,2,2,-98,"""-98""", ,10,FALSE,1,1,2,1,2,1,3,1,1,2,2,2,2,2,4,1,1,1,2,1,1,1,1,1,5,4,2,3,-98,3,1,1,2,2,3,2,2,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,1,3,2,3,3,2,1,2,2,2,3,7,10,3,2017,1,2,1,2,1,4,4,"""4"""
811,2,4,11,"""11""",13,4,FALSE,1,2,1,1,1,1,2,1,2,2,1,1,1,1,12,1,2,1,1,1,1,2,1,1,5,3,3,2,3,3,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,2,1,3,2,1,3,3,3,3,3,3,2,3,8,9,3,2006,1,2,1,2,1,2,2,"""2"""
1591,2,2,11,"""11""",5,3,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,9,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,3,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,4,3,3,3,4,3,2,3,6,6,3,2017,1,1,1,1,1,2,2,"""2"""
720,2,2,1,"""1""",32,1,FALSE,1,1,1,1,1,1,2,1,1,2,2,2,2,2,4,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,4,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,4,1,1,1,2,2,4,1,2,2,10,9,3,2005,1,2,1,2,1,2,2,"""2"""
2215,2,2,13,"""13""",1,15,FALSE,1,1,2,2,2,2,3,1,1,2,2,3,2,2,6,2,2,2,2,2,2,3,2,2,8,3,3,3,3,3,2,2,2,2,2,2,1,2,3,3,2,2,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,120,4,4,4,4,4,3,4,4,4,0.962962963,2,3,3,2,2,3,3,4,3,3,3,3,2,4,5,3,1980,1,2,1,3,1,3,3,"""3"""
1584,2,2,30,"""30""",17,3,FALSE,1,1,2,2,2,1,2,2,2,2,2,1,2,2,4,1,2,2,1,1,1,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,1,2,3,3,2,2,2,2,3,7,6,3, , , ,2,1,2,2,2,"""2"""
1758,2,2,-98,"""-98""", ,1,FALSE,1,2,1,2,2,1,2,1,2,3,2,3,2,1,4,2,2,1,2,1,2,2,2,1,8,4,3,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,2,2,3,2,3,3,3,1,1,3,3,2,7,7,3,2015,1,1,2, ,1,4,4,"""4"""
1000,2,2,1,"""1""",29,-98,TRUE,1,2,1,1,2,1,3,1,1,2,2,2,3,2,6,1,1,2,1,2,1,3,1,1,5,2,3,2,3,3,2,3,3,2,2,3,1,3,2,3,2,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,3,3,2,3,3,2,3,3,6,3,2001,1,2,1,2,1,1,1,"""1"""
1603,2,2,17,"""17""",30,3,FALSE,1,1,2,2,3,1,2,2,2,2,2,3,2,1,9,2,2,1,1,2,1,2,2,2,3,3,3,3,3,3,4,2,4,4,3,3,2,1,2,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,3,3,1,3,3,3,1,3,1,3,3,3,7,1, , , ,1,3,3,5,5,"""5"""
279,2,2,1,"""1""",29,1,FALSE,2,1,1,2,3,2,3,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,1,4,3,3,2,3,2,3,3,6,6,3, , , ,1,2,3,1,1,"""1"""
